start,finish,thickness
vue.js,javascript,0.3804347826086957
vue.js,html_css,1.0
vue.js,sql,0.375
vue.js,java,0.005434782608695652
vue.js,php,0.375
vue.js,c++,0.005434782608695652
vue.js,typescript,0.005434782608695652
vue.js,go,0.375
vue.js,react,0.375
vue.js,angular,0.375
vue.js,spring,0.005434782608695652
vue.js,laravel,0.375
vue.js,aws,0.375
laravel,javascript,0.125
laravel,html_css,0.25
laravel,sql,0.125
laravel,php,0.125
laravel,go,0.125
laravel,react,0.125
laravel,angular,0.125
laravel,vue.js,0.375
laravel,aws,0.125
linux,javascript,0.059782608695652176
linux,sql,0.11956521739130435
linux,python,0.1793478260869565
linux,java,0.059782608695652176
linux,bash,0.11956521739130435
linux,c#,0.059782608695652176
linux,php,0.11956521739130435
linux,c++,0.059782608695652176
linux,c,0.059782608695652176
linux,windows,0.1793478260869565
linux,macos,0.11956521739130435
linux,mysql,0.11956521739130435
linux,sqlite,0.11956521739130435
windows,javascript,0.059782608695652176
windows,sql,0.11956521739130435
windows,python,0.1793478260869565
windows,java,0.059782608695652176
windows,bash,0.11956521739130435
windows,c#,0.059782608695652176
windows,php,0.11956521739130435
windows,c++,0.059782608695652176
windows,c,0.059782608695652176
windows,linux,0.1793478260869565
windows,macos,0.11956521739130435
windows,mysql,0.11956521739130435
windows,sqlite,0.11956521739130435
aws,javascript,0.125
aws,html_css,0.25
aws,sql,0.125
aws,php,0.125
aws,go,0.125
aws,react,0.125
aws,angular,0.125
aws,vue.js,0.375
aws,laravel,0.125
macos,sql,0.11956521739130435
macos,python,0.11956521739130435
macos,bash,0.11956521739130435
macos,php,0.11956521739130435
macos,linux,0.11956521739130435
macos,windows,0.11956521739130435
macos,mysql,0.11956521739130435
macos,sqlite,0.11956521739130435
wordpress,javascript,0.05434782608695652
wordpress,html_css,0.40217391304347827
wordpress,php,0.14673913043478262
wordpress,asp,0.05434782608695652
azure,javascript,0.125
azure,c#,0.1358695652173913
azure,react,0.043478260869565216
azure,angular,0.125
azure,asp,0.125
azure,sql server,0.125
mysql,sql,0.11956521739130435
mysql,python,0.11956521739130435
mysql,bash,0.11956521739130435
mysql,php,0.24456521739130435
mysql,react,0.125
mysql,linux,0.11956521739130435
mysql,windows,0.11956521739130435
mysql,macos,0.11956521739130435
mysql,sqlite,0.11956521739130435
sql server,javascript,0.125
sql server,sql,0.010869565217391304
sql server,c#,0.125
sql server,angular,0.125
sql server,asp,0.125
sql server,azure,0.125
sql server,oracle,0.010869565217391304
sqlite,sql,0.11956521739130435
sqlite,python,0.11956521739130435
sqlite,bash,0.11956521739130435
sqlite,php,0.11956521739130435
sqlite,linux,0.11956521739130435
sqlite,windows,0.11956521739130435
sqlite,macos,0.11956521739130435
sqlite,mysql,0.11956521739130435
mongodb,javascript,0.010869565217391304
mongodb,typescript,0.010869565217391304
mongodb,express,0.010869565217391304
mongodb,node.js,0.010869565217391304
oracle,sql,0.010869565217391304
oracle,java,0.04891304347826087
oracle,sql server,0.010869565217391304
node.js,javascript,0.1358695652173913
node.js,typescript,0.010869565217391304
node.js,express,0.010869565217391304
node.js,mongodb,0.010869565217391304
