start,finish,thickness
java,c,0.06979958534899793
java,ruby,0.073715733701912
java,swift,0.06496199032480995
java,r,0.036627505183137524
java,objective-c,0.11057360055286801
java,react,0.03800967519004837
java,angular,0.03754895185441143
java,spring,0.00506795669200645
java,windows,0.014052061736926975
java,docker,0.00506795669200645
java,android,0.0718728403593642
java,aws,0.008523381709283575
java,ios,0.06496199032480995
java,google cloud platform,0.0009214466712739
java,kubernetes,0.00046072333563695
java,mysql,0.036627505183137524
java,sql server,0.01428242340474545
java,oracle,0.000230361667818475
java,dynamodb,0.0046072333563695
java,node.js,0.14789219073946094
shell,javascript,0.0875374337710205
shell,html_css,0.101359133840129
shell,python,0.1078092605390463
shell,java,0.073715733701912
shell,php,0.013821700069108501
shell,ruby,0.073715733701912
shell,r,0.013821700069108501
shell,jquery,0.013821700069108501
shell,laravel,0.013821700069108501
shell,linux,0.013821700069108501
shell,docker,0.013821700069108501
shell,wordpress,0.013821700069108501
shell,google cloud platform,0.013821700069108501
shell,elasticsearch,0.013821700069108501
shell,node.js,0.0875374337710205
shell,hadoop,0.0202718267680258
powershell,sql,0.00598940336328035
powershell,python,0.00598940336328035
powershell,c#,0.00598940336328035
powershell,r,0.00598940336328035
powershell,asp,0.00598940336328035
powershell,azure,0.00598940336328035
powershell,sql server,0.00598940336328035
c#,javascript,0.022345081778392076
c#,sql,0.030177378484220224
c#,python,0.0129002533978346
c#,java,0.09905551716194426
c#,powershell,0.00598940336328035
c#,php,0.0009214466712739
c#,c++,0.07878369039391846
c#,typescript,0.0110573600552868
c#,swift,0.06496199032480995
c#,r,0.00598940336328035
c#,objective-c,0.0718728403593642
c#,react,0.0119788067265607
c#,angular,0.0009214466712739
c#,asp,0.018198571757659526
c#,windows,0.007141211702372725
c#,android,0.0718728403593642
c#,ios,0.06519235199262843
c#,azure,0.00598940336328035
c#,sql server,0.018198571757659526
c#,node.js,0.0009214466712739
c#,unreal engine,0.006910850034554251
php,javascript,0.24164938954158027
php,html_css,0.5097903708822852
php,python,0.08984105044920525
php,java,0.11356830223450817
php,shell,0.013821700069108501
php,c#,0.0009214466712739
php,c++,0.07601935038009675
php,c,0.038700760193503804
php,r,0.05044920525224603
php,objective-c,0.038700760193503804
php,jquery,0.14213314904399907
php,react,0.08799815710665745
php,angular,0.101359133840129
php,asp,0.017737848422022577
php,vue.js,0.017737848422022577
php,laravel,0.027873761806035475
php,linux,0.013821700069108501
php,windows,0.046072333563695
php,docker,0.013821700069108501
php,wordpress,0.0820087537433771
php,google cloud platform,0.013821700069108501
php,mysql,0.13314904399907856
php,elasticsearch,0.013821700069108501
php,node.js,0.13407049067035245
c++,javascript,0.09629117714812255
c++,html_css,0.04653305689933195
c++,sql,0.0064501266989173
c++,python,0.09191430545957152
c++,java,0.14789219073946094
c++,c#,0.07878369039391846
c++,php,0.07601935038009675
c++,c,0.0423865468785994
c++,go,0.0064501266989173
c++,assembly,0.00138217000691085
c++,swift,0.07049067035245335
c++,objective-c,0.1161022805805114
c++,rust,0.00138217000691085
c++,react,0.006910850034554251
c++,flask,0.002533978346003225
c++,linux,0.002533978346003225
c++,windows,0.006910850034554251
c++,android,0.07440681870536743
c++,ios,0.06749596867081317
c++,oracle,0.0064501266989173
c++,unreal engine,0.0073715733701912
typescript,javascript,0.02994701681640175
typescript,html_css,0.0156645934116563
typescript,c#,0.0110573600552868
typescript,go,0.006910850034554251
typescript,react,0.0230361667818475
typescript,angular,0.006910850034554251
typescript,express,0.0009214466712739
typescript,docker,0.0110573600552868
typescript,aws,0.0110573600552868
c,javascript,0.038700760193503804
c,python,0.06979958534899793
c,java,0.06979958534899793
c,php,0.038700760193503804
c,c++,0.0423865468785994
c,objective-c,0.038700760193503804
c,express,0.004376871688551025
ruby,javascript,0.07394609536973047
ruby,html_css,0.073715733701912
ruby,python,0.07394609536973047
ruby,java,0.073715733701912
ruby,shell,0.073715733701912
ruby,ruby on rails,0.000230361667818475
ruby,aws,0.000230361667818475
ruby,postgresql,0.000230361667818475
ruby,node.js,0.073715733701912
go,javascript,0.06496199032480995
go,html_css,0.061736926975351304
go,sql,0.04100437687168855
go,python,0.0064501266989173
go,c++,0.0064501266989173
go,typescript,0.006910850034554251
go,swift,0.06565307532826538
go,vba,0.03455425017277125
go,react,0.01704676341856715
go,angular,0.006910850034554251
go,docker,0.0027643400138217
go,android,0.0027643400138217
go,aws,0.0027643400138217
go,kubernetes,0.000230361667818475
go,sql server,0.03455425017277125
go,oracle,0.0064501266989173
go,node.js,0.013591338401290025
assembly,javascript,0.00138217000691085
assembly,html_css,0.0027643400138217
assembly,c++,0.00138217000691085
assembly,rust,0.00138217000691085
assembly,react,0.00138217000691085
swift,javascript,0.0055286800276434
swift,java,0.06496199032480995
swift,c#,0.06496199032480995
swift,c++,0.07049067035245335
swift,go,0.06565307532826538
swift,objective-c,0.07049067035245335
swift,react,0.0055286800276434
swift,android,0.06496199032480995
swift,ios,0.07049067035245335
r,javascript,0.05044920525224603
r,html_css,0.1375259156876296
r,sql,0.00598940336328035
r,python,0.01981110343238885
r,java,0.036627505183137524
r,shell,0.013821700069108501
r,powershell,0.00598940336328035
r,c#,0.00598940336328035
r,php,0.05044920525224603
r,jquery,0.013821700069108501
r,react,0.036627505183137524
r,angular,0.036627505183137524
r,asp,0.00598940336328035
r,laravel,0.013821700069108501
r,linux,0.013821700069108501
r,docker,0.013821700069108501
r,wordpress,0.013821700069108501
r,google cloud platform,0.013821700069108501
r,azure,0.00598940336328035
r,mysql,0.036627505183137524
r,sql server,0.00598940336328035
r,elasticsearch,0.013821700069108501
r,node.js,0.08707671043538355
vba,javascript,0.03455425017277125
vba,html_css,0.03455425017277125
vba,sql,0.03455425017277125
vba,go,0.03455425017277125
vba,sql server,0.03455425017277125
objective-c,javascript,0.0442294402211472
objective-c,python,0.04561161022805805
objective-c,java,0.11057360055286801
objective-c,c#,0.0718728403593642
objective-c,php,0.038700760193503804
objective-c,c++,0.1161022805805114
objective-c,c,0.038700760193503804
objective-c,swift,0.07049067035245335
objective-c,react,0.0055286800276434
objective-c,android,0.0718728403593642
objective-c,ios,0.06496199032480995
rust,javascript,0.00138217000691085
rust,html_css,0.0027643400138217
rust,c++,0.00138217000691085
rust,assembly,0.00138217000691085
rust,react,0.00138217000691085
jquery,javascript,0.16793365583966827
jquery,html_css,0.4598018889656761
jquery,python,0.013821700069108501
jquery,shell,0.013821700069108501
jquery,php,0.14213314904399907
jquery,r,0.013821700069108501
jquery,react,0.07578898871227828
jquery,angular,0.07993549873301083
jquery,asp,0.017737848422022577
jquery,vue.js,0.017737848422022577
jquery,laravel,0.027873761806035475
jquery,drupal,0.014512785072563926
jquery,linux,0.013821700069108501
jquery,windows,0.046072333563695
jquery,docker,0.013821700069108501
jquery,aws,0.00138217000691085
jquery,wordpress,0.0820087537433771
jquery,google cloud platform,0.013821700069108501
jquery,mysql,0.09652153881594103
jquery,elasticsearch,0.013821700069108501
jquery,node.js,0.07740152038700761
react,javascript,0.2616908546417876
react,html_css,0.4305459571527298
react,python,0.024648698456576825
react,java,0.03800967519004837
react,c#,0.0119788067265607
react,php,0.08799815710665745
react,c++,0.006910850034554251
react,typescript,0.0230361667818475
react,go,0.01704676341856715
react,assembly,0.00138217000691085
react,swift,0.0055286800276434
react,r,0.036627505183137524
react,objective-c,0.0055286800276434
react,rust,0.00138217000691085
react,jquery,0.07578898871227828
react,angular,0.053674268601704676
react,express,0.0009214466712739
react,spring,0.00046072333563695
react,vue.js,0.0350149735084082
react,docker,0.03616678184750058
react,aws,0.02994701681640175
react,wordpress,0.05044920525224603
react,google cloud platform,0.0009214466712739
react,kubernetes,0.00046072333563695
react,mysql,0.08707671043538355
react,node.js,0.11564155724487445
angular,javascript,0.1243953006219765
angular,html_css,0.3900023036166782
angular,java,0.03754895185441143
angular,c#,0.0009214466712739
angular,php,0.101359133840129
angular,typescript,0.006910850034554251
angular,go,0.006910850034554251
angular,r,0.036627505183137524
angular,jquery,0.07993549873301083
angular,react,0.053674268601704676
angular,asp,0.017737848422022577
angular,vue.js,0.017737848422022577
angular,windows,0.046072333563695
angular,wordpress,0.017737848422022577
angular,mysql,0.08269983874683252
angular,node.js,0.1363741073485372
asp,javascript,0.017737848422022577
asp,html_css,0.14190278737618062
asp,sql,0.00598940336328035
asp,python,0.00598940336328035
asp,powershell,0.00598940336328035
asp,c#,0.018198571757659526
asp,php,0.017737848422022577
asp,r,0.00598940336328035
asp,jquery,0.017737848422022577
asp,angular,0.017737848422022577
asp,vue.js,0.017737848422022577
asp,wordpress,0.017737848422022577
asp,azure,0.00598940336328035
asp,sql server,0.018198571757659526
express,javascript,0.0009214466712739
express,html_css,0.0018428933425478
express,typescript,0.0009214466712739
express,c,0.004376871688551025
express,react,0.0009214466712739
spring,python,0.0046072333563695
spring,java,0.00506795669200645
spring,react,0.00046072333563695
spring,docker,0.00506795669200645
spring,aws,0.00506795669200645
spring,google cloud platform,0.0009214466712739
spring,kubernetes,0.00046072333563695
spring,dynamodb,0.0046072333563695
vue.js,javascript,0.10896106887813868
vue.js,html_css,0.211932734392997
vue.js,php,0.017737848422022577
vue.js,jquery,0.017737848422022577
vue.js,react,0.0350149735084082
vue.js,angular,0.017737848422022577
vue.js,asp,0.017737848422022577
vue.js,wordpress,0.017737848422022577
flask,python,0.017737848422022577
flask,c++,0.002533978346003225
flask,linux,0.017737848422022577
flask,docker,0.01520387007601935
flask,android,0.002533978346003225
flask,ios,0.002533978346003225
flask,postgresql,0.01520387007601935
flask,elasticsearch,0.01520387007601935
laravel,javascript,0.013821700069108501
laravel,html_css,0.027643400138217002
laravel,python,0.013821700069108501
laravel,shell,0.013821700069108501
laravel,php,0.027873761806035475
laravel,r,0.013821700069108501
laravel,jquery,0.027873761806035475
laravel,linux,0.013821700069108501
laravel,docker,0.013821700069108501
laravel,wordpress,0.013821700069108501
laravel,google cloud platform,0.013821700069108501
laravel,elasticsearch,0.013821700069108501
laravel,node.js,0.013821700069108501
ruby on rails,javascript,0.000230361667818475
ruby on rails,python,0.000230361667818475
ruby on rails,ruby,0.000230361667818475
ruby on rails,aws,0.000230361667818475
ruby on rails,postgresql,0.000230361667818475
drupal,javascript,0.014512785072563926
drupal,html_css,0.0580511402902557
drupal,jquery,0.014512785072563926
linux,javascript,0.013821700069108501
linux,html_css,0.027643400138217002
linux,python,0.03155954849113107
linux,shell,0.013821700069108501
linux,php,0.013821700069108501
linux,c++,0.002533978346003225
linux,r,0.013821700069108501
linux,jquery,0.013821700069108501
linux,flask,0.017737848422022577
linux,laravel,0.013821700069108501
linux,docker,0.02902557014512785
linux,android,0.002533978346003225
linux,aws,0.002533978346003225
linux,wordpress,0.013821700069108501
linux,ios,0.002533978346003225
linux,google cloud platform,0.013821700069108501
linux,kubernetes,0.002533978346003225
linux,postgresql,0.01520387007601935
linux,elasticsearch,0.02902557014512785
linux,node.js,0.013821700069108501
linux,ansible,0.002533978346003225
linux,hadoop,0.002533978346003225
linux,puppet,0.002533978346003225
windows,javascript,0.05298318359824925
windows,html_css,0.12024879060124395
windows,sql,0.014052061736926975
windows,java,0.014052061736926975
windows,c#,0.007141211702372725
windows,php,0.046072333563695
windows,c++,0.006910850034554251
windows,jquery,0.046072333563695
windows,angular,0.046072333563695
windows,mysql,0.046072333563695
windows,sql server,0.014052061736926975
windows,node.js,0.046072333563695
windows,unreal engine,0.006910850034554251
docker,javascript,0.04952775858097213
docker,html_css,0.027643400138217002
docker,python,0.058281501958074175
docker,java,0.00506795669200645
docker,shell,0.013821700069108501
docker,php,0.013821700069108501
docker,typescript,0.0110573600552868
docker,go,0.0027643400138217
docker,r,0.013821700069108501
docker,jquery,0.013821700069108501
docker,react,0.03616678184750058
docker,spring,0.00506795669200645
docker,flask,0.01520387007601935
docker,laravel,0.013821700069108501
docker,linux,0.02902557014512785
docker,android,0.0027643400138217
docker,aws,0.01888965676111495
docker,wordpress,0.013821700069108501
docker,google cloud platform,0.0147431467403824
docker,kubernetes,0.00046072333563695
docker,postgresql,0.01520387007601935
docker,elasticsearch,0.02902557014512785
docker,dynamodb,0.0046072333563695
docker,node.js,0.013821700069108501
android,html_css,0.015434231743837826
android,sql,0.0064501266989173
android,python,0.009444828380557475
android,java,0.0718728403593642
android,c#,0.0718728403593642
android,c++,0.07440681870536743
android,go,0.0027643400138217
android,swift,0.06496199032480995
android,objective-c,0.0718728403593642
android,flask,0.002533978346003225
android,linux,0.002533978346003225
android,docker,0.0027643400138217
android,aws,0.0027643400138217
android,ios,0.07394609536973047
aws,javascript,0.02994701681640175
aws,html_css,0.0110573600552868
aws,python,0.00506795669200645
aws,java,0.008523381709283575
aws,typescript,0.0110573600552868
aws,ruby,0.000230361667818475
aws,go,0.0027643400138217
aws,jquery,0.00138217000691085
aws,react,0.02994701681640175
aws,spring,0.00506795669200645
aws,ruby on rails,0.000230361667818475
aws,linux,0.002533978346003225
aws,docker,0.01888965676111495
aws,android,0.0027643400138217
aws,google cloud platform,0.0009214466712739
aws,kubernetes,0.002994701681640175
aws,postgresql,0.000230361667818475
aws,dynamodb,0.0046072333563695
aws,node.js,0.00138217000691085
aws,ansible,0.002533978346003225
aws,hadoop,0.002533978346003225
aws,puppet,0.002533978346003225
wordpress,javascript,0.0820087537433771
wordpress,html_css,0.27044459801888965
wordpress,python,0.013821700069108501
wordpress,shell,0.013821700069108501
wordpress,php,0.0820087537433771
wordpress,r,0.013821700069108501
wordpress,jquery,0.0820087537433771
wordpress,react,0.05044920525224603
wordpress,angular,0.017737848422022577
wordpress,asp,0.017737848422022577
wordpress,vue.js,0.017737848422022577
wordpress,laravel,0.013821700069108501
wordpress,linux,0.013821700069108501
wordpress,docker,0.013821700069108501
wordpress,google cloud platform,0.013821700069108501
wordpress,mysql,0.05044920525224603
wordpress,elasticsearch,0.013821700069108501
wordpress,node.js,0.013821700069108501
ios,sql,0.0156645934116563
ios,python,0.002533978346003225
ios,java,0.06496199032480995
ios,c#,0.06519235199262843
ios,c++,0.06749596867081317
ios,swift,0.07049067035245335
ios,objective-c,0.06496199032480995
ios,flask,0.002533978346003225
ios,linux,0.002533978346003225
ios,android,0.07394609536973047
google cloud platform,javascript,0.013821700069108501
google cloud platform,html_css,0.027643400138217002
google cloud platform,python,0.013821700069108501
google cloud platform,java,0.0009214466712739
google cloud platform,shell,0.013821700069108501
google cloud platform,php,0.013821700069108501
google cloud platform,r,0.013821700069108501
google cloud platform,jquery,0.013821700069108501
google cloud platform,react,0.0009214466712739
google cloud platform,spring,0.0009214466712739
google cloud platform,laravel,0.013821700069108501
google cloud platform,linux,0.013821700069108501
google cloud platform,docker,0.0147431467403824
google cloud platform,aws,0.0009214466712739
google cloud platform,wordpress,0.013821700069108501
google cloud platform,kubernetes,0.0009214466712739
google cloud platform,elasticsearch,0.013821700069108501
google cloud platform,node.js,0.013821700069108501
azure,sql,0.00598940336328035
azure,python,0.00598940336328035
azure,powershell,0.00598940336328035
azure,c#,0.00598940336328035
azure,r,0.00598940336328035
azure,asp,0.00598940336328035
azure,sql server,0.00598940336328035
kubernetes,java,0.00046072333563695
kubernetes,go,0.000230361667818475
kubernetes,react,0.00046072333563695
kubernetes,spring,0.00046072333563695
kubernetes,linux,0.002533978346003225
kubernetes,docker,0.00046072333563695
kubernetes,aws,0.002994701681640175
kubernetes,google cloud platform,0.0009214466712739
kubernetes,ansible,0.002533978346003225
kubernetes,hadoop,0.002533978346003225
kubernetes,puppet,0.002533978346003225
mysql,javascript,0.13314904399907856
mysql,html_css,0.30292559318129464
mysql,java,0.036627505183137524
mysql,php,0.13314904399907856
mysql,r,0.036627505183137524
mysql,jquery,0.09652153881594103
mysql,react,0.08707671043538355
mysql,angular,0.08269983874683252
mysql,windows,0.046072333563695
mysql,wordpress,0.05044920525224603
mysql,node.js,0.11932734392997005
postgresql,javascript,0.000230361667818475
postgresql,python,0.015434231743837826
postgresql,ruby,0.000230361667818475
postgresql,flask,0.01520387007601935
postgresql,ruby on rails,0.000230361667818475
postgresql,linux,0.01520387007601935
postgresql,docker,0.01520387007601935
postgresql,aws,0.000230361667818475
postgresql,elasticsearch,0.01520387007601935
sql server,javascript,0.03455425017277125
sql server,html_css,0.06311909698226215
sql server,sql,0.05482607694079705
sql server,python,0.00598940336328035
sql server,java,0.01428242340474545
sql server,powershell,0.00598940336328035
sql server,c#,0.018198571757659526
sql server,go,0.03455425017277125
sql server,r,0.00598940336328035
sql server,vba,0.03455425017277125
sql server,asp,0.018198571757659526
sql server,windows,0.014052061736926975
sql server,azure,0.00598940336328035
sql server,oracle,0.000230361667818475
oracle,javascript,0.0064501266989173
oracle,html_css,0.006910850034554251
oracle,sql,0.0066804883667357755
oracle,python,0.0064501266989173
oracle,java,0.000230361667818475
oracle,c++,0.0064501266989173
oracle,go,0.0064501266989173
oracle,sql server,0.000230361667818475
elasticsearch,javascript,0.013821700069108501
elasticsearch,html_css,0.027643400138217002
elasticsearch,python,0.02902557014512785
elasticsearch,shell,0.013821700069108501
elasticsearch,php,0.013821700069108501
elasticsearch,r,0.013821700069108501
elasticsearch,jquery,0.013821700069108501
elasticsearch,flask,0.01520387007601935
elasticsearch,laravel,0.013821700069108501
elasticsearch,linux,0.02902557014512785
elasticsearch,docker,0.02902557014512785
elasticsearch,wordpress,0.013821700069108501
elasticsearch,google cloud platform,0.013821700069108501
elasticsearch,postgresql,0.01520387007601935
elasticsearch,node.js,0.013821700069108501
dynamodb,python,0.0046072333563695
dynamodb,java,0.0046072333563695
dynamodb,spring,0.0046072333563695
dynamodb,docker,0.0046072333563695
dynamodb,aws,0.0046072333563695
node.js,javascript,0.27021423635107117
node.js,html_css,0.6150656530753282
node.js,python,0.0875374337710205
node.js,java,0.14789219073946094
node.js,shell,0.0875374337710205
node.js,c#,0.0009214466712739
node.js,php,0.13407049067035245
node.js,ruby,0.073715733701912
node.js,go,0.013591338401290025
node.js,r,0.08707671043538355
node.js,jquery,0.07740152038700761
node.js,react,0.11564155724487445
node.js,angular,0.1363741073485372
node.js,laravel,0.013821700069108501
node.js,linux,0.013821700069108501
node.js,windows,0.046072333563695
node.js,docker,0.013821700069108501
node.js,aws,0.00138217000691085
node.js,wordpress,0.013821700069108501
node.js,google cloud platform,0.013821700069108501
node.js,mysql,0.11932734392997005
node.js,elasticsearch,0.013821700069108501
ansible,linux,0.002533978346003225
ansible,aws,0.002533978346003225
ansible,kubernetes,0.002533978346003225
ansible,hadoop,0.002533978346003225
ansible,puppet,0.002533978346003225
hadoop,python,0.0202718267680258
hadoop,shell,0.0202718267680258
hadoop,linux,0.002533978346003225
hadoop,aws,0.002533978346003225
hadoop,kubernetes,0.002533978346003225
hadoop,ansible,0.002533978346003225
hadoop,puppet,0.002533978346003225
unreal engine,javascript,0.006910850034554251
unreal engine,c#,0.006910850034554251
unreal engine,c++,0.0073715733701912
unreal engine,windows,0.006910850034554251
puppet,linux,0.002533978346003225
puppet,aws,0.002533978346003225
puppet,kubernetes,0.002533978346003225
puppet,ansible,0.002533978346003225
puppet,hadoop,0.002533978346003225
